age,taille,Habitat,sexe,stade_evolution
9,10,Foret,male,1
1,1,Desert,femelle,1
27,30,Foret,femelle,3
12,13,Marecage,femelle,2
9,13,Marecage,male,1
14,25,Grotte,male,1
11,16,Marecage,femelle,2
9,14,Plaine,male,2
27,53,Plaine,femelle,3
23,43,Desert,male,2
12,23,Montagne,male,1
22,26,Montagne,femelle,2
24,41,Plaine,male,2
28,28,Marecage,femelle,2
18,25,Marecage,male,2
30,34,Montagne,femelle,3
7,10,Foret,femelle,2
25,45,Grotte,male,2
22,41,Foret,male,2
15,25,Marecage,femelle,2
4,5,Marecage,male,1
2,3,Foret,male,1
22,27,Marecage,male,2
25,43,Foret,femelle,3
15,28,Montagne,male,2
29,40,Montagne,femelle,3
2,2,Desert,male,0
3,4,Plaine,male,1
5,8,Foret,male,1
16,22,Grotte,male,1
21,38,Foret,male,2
27,29,Marecage,femelle,2
7,9,Montagne,male,1
1,1,Marecage,male,1
8,12,Plaine,femelle,2
28,45,Desert,femelle,2
27,50,Grotte,male,2
3,3,Montagne,femelle,1
4,5,Desert,male,0
2,3,Montagne,male,1
18,34,Marecage,male,2
20,22,Marecage,male,2
16,22,Foret,femelle,2
29,55,Foret,femelle,3
23,29,Plaine,femelle,3
8,14,Marecage,male,1
17,18,Foret,male,2
8,8,Grotte,male,1
23,42,Foret,male,2
21,29,Plaine,femelle,3
4,6,Foret,male,1
25,36,Desert,male,2
20,38,Marecage,femelle,2
12,18,Plaine,femelle,2
9,13,Desert,femelle,1
3,4,Foret,femelle,2
4,7,Desert,femelle,1
27,43,Grotte,male,2
2,3,Grotte,femelle,1
2,3,Montagne,femelle,1
30,57,Grotte,male,2
25,30,Foret,male,2
25,33,Foret,femelle,3
6,8,Montagne,femelle,2
26,42,Plaine,male,3
22,32,Plaine,male,2
20,20,Montagne,femelle,2
23,25,Montagne,male,2
17,25,Grotte,male,1
28,46,Grotte,male,2
27,49,Grotte,male,2
13,19,Desert,femelle,1
24,29,Marecage,femelle,2
19,35,Desert,femelle,2
8,12,Desert,male,1
15,29,Foret,femelle,2
26,39,Desert,femelle,2
27,40,Grotte,male,2
25,44,Grotte,femelle,2
10,11,Desert,femelle,1
24,26,Montagne,male,2
17,23,Desert,male,1
7,11,Montagne,femelle,2
28,53,Marecage,male,2
27,42,Montagne,femelle,3
30,55,Foret,male,3
19,27,Desert,femelle,2
24,26,Plaine,male,2
9,12,Plaine,femelle,2
1,1,Foret,femelle,1
29,36,Desert,femelle,2
3,4,Montagne,male,1
24,42,Montagne,femelle,3
29,35,Desert,femelle,2
19,35,Grotte,male,2
3,4,Marecage,male,1
18,23,Marecage,male,1
24,38,Grotte,femelle,2
30,49,Marecage,male,2
8,15,Marecage,femelle,2
6,9,Plaine,femelle,2
8,12,Grotte,femelle,1
5,6,Plaine,femelle,2
1,1,Grotte,male,0
14,20,Grotte,male,1
6,10,Plaine,femelle,2
6,9,Foret,femelle,2
19,25,Montagne,femelle,2
19,23,Marecage,femelle,2
27,30,Plaine,femelle,3
28,35,Plaine,male,3
24,39,Montagne,male,2
29,43,Foret,male,3
18,24,Desert,femelle,2
22,24,Marecage,male,2
5,5,Marecage,femelle,1
29,41,Marecage,male,2
6,7,Foret,femelle,2
25,34,Plaine,male,2
23,34,Grotte,male,2
18,18,Grotte,femelle,2
27,40,Marecage,femelle,3
1,1,Plaine,femelle,2
25,27,Montagne,male,2
30,35,Desert,femelle,2
21,28,Grotte,male,1
13,21,Montagne,femelle,2
23,30,Plaine,male,2
16,26,Marecage,male,1
20,24,Montagne,male,2
9,17,Marecage,femelle,2
1,1,Montagne,femelle,1
25,30,Marecage,femelle,2
11,20,Montagne,femelle,2
2,2,Foret,femelle,1
24,43,Montagne,male,2
8,9,Desert,femelle,1
30,40,Desert,male,2
22,38,Foret,male,2
23,28,Plaine,male,2
18,29,Marecage,male,2
10,13,Grotte,male,1
12,22,Foret,male,2
27,46,Desert,male,2
5,7,Marecage,femelle,1
27,53,Desert,femelle,2
23,44,Marecage,male,2
23,30,Foret,femelle,3
27,31,Grotte,male,2
2,3,Grotte,male,0
15,28,Montagne,femelle,2
30,58,Foret,femelle,3
2,2,Foret,femelle,1
3,3,Marecage,male,1
3,5,Plaine,femelle,2
16,31,Montagne,male,2
12,19,Montagne,femelle,2
15,15,Desert,femelle,1
16,23,Foret,male,2
10,15,Plaine,femelle,2
17,22,Montagne,femelle,2
4,5,Foret,femelle,2
22,29,Marecage,femelle,2
29,40,Foret,femelle,3
11,18,Desert,male,1
5,5,Marecage,femelle,1
21,28,Plaine,male,2
27,43,Grotte,femelle,2
9,9,Grotte,male,1
18,18,Desert,male,1
24,47,Montagne,male,2
2,3,Grotte,male,0
19,23,Foret,male,2
29,49,Desert,femelle,2
12,22,Desert,male,1
20,29,Plaine,femelle,3
10,19,Grotte,male,1
26,26,Montagne,male,2
9,10,Foret,femelle,2
26,36,Desert,femelle,2
23,27,Foret,male,2
2,3,Desert,femelle,1
15,19,Desert,femelle,1
15,25,Foret,male,2
15,22,Foret,femelle,2
2,3,Marecage,male,1
17,18,Foret,femelle,2
5,9,Plaine,male,1
25,34,Plaine,male,2
21,25,Plaine,femelle,3
14,20,Montagne,male,1
8,9,Montagne,femelle,2
13,22,Foret,male,2
18,21,Desert,femelle,2
2,3,Plaine,male,1
22,43,Foret,male,2
24,36,Foret,male,2
29,52,Desert,femelle,3
5,8,Plaine,male,1
4,7,Desert,male,0
25,38,Grotte,femelle,2
29,55,Montagne,femelle,3
17,24,Marecage,femelle,2
24,44,Montagne,femelle,3
16,24,Grotte,femelle,2
23,27,Montagne,femelle,2
29,48,Desert,femelle,2
20,29,Plaine,femelle,3
4,5,Desert,male,0
17,33,Plaine,male,2
21,21,Foret,male,2
12,17,Plaine,femelle,2
15,24,Plaine,male,2
12,23,Foret,male,2
25,29,Montagne,femelle,2
6,7,Foret,femelle,2
21,28,Desert,femelle,2
10,13,Plaine,male,2
3,3,Grotte,male,0
29,32,Grotte,male,2
16,24,Montagne,male,2
17,22,Grotte,femelle,2
21,38,Grotte,male,2
10,19,Desert,male,1
27,38,Plaine,femelle,3
29,54,Marecage,male,2
27,52,Foret,male,3
20,27,Foret,femelle,2
9,13,Desert,femelle,1
28,30,Desert,male,2
14,22,Foret,male,2
2,2,Marecage,femelle,1
3,4,Foret,femelle,2
3,3,Plaine,femelle,2
14,24,Desert,femelle,2
11,14,Foret,femelle,2
29,36,Marecage,male,2
5,8,Desert,male,0
28,32,Desert,femelle,2
4,4,Marecage,male,1
9,15,Marecage,male,1
6,7,Montagne,femelle,1
20,24,Grotte,male,1
6,7,Grotte,femelle,1
10,15,Desert,femelle,1
27,50,Desert,femelle,2
25,29,Grotte,femelle,2
23,32,Foret,male,2
2,3,Marecage,male,1
22,23,Plaine,male,2
23,29,Grotte,femelle,2
1,1,Grotte,male,0
13,13,Desert,femelle,1
24,30,Plaine,male,2
25,30,Desert,male,2
22,43,Marecage,male,2
11,17,Foret,femelle,2
5,6,Desert,male,0
8,10,Grotte,femelle,1
21,33,Marecage,male,2
17,26,Grotte,male,1
5,5,Marecage,male,1
28,32,Plaine,male,2
29,29,Desert,male,2
14,22,Marecage,male,1
19,21,Marecage,male,1
22,31,Grotte,male,2
3,3,Marecage,femelle,1
13,14,Grotte,femelle,2
10,17,Desert,male,1
6,11,Grotte,male,1
11,11,Plaine,male,2
7,12,Marecage,male,1
19,31,Plaine,male,2
26,47,Grotte,femelle,2
13,20,Desert,femelle,1
20,33,Marecage,femelle,2
4,5,Desert,male,0
6,10,Grotte,male,1
21,35,Marecage,male,2
5,6,Desert,male,0
7,10,Grotte,femelle,1
25,39,Marecage,male,2
10,14,Montagne,male,1
13,15,Desert,male,1
16,27,Grotte,male,1
21,36,Montagne,femelle,2
25,27,Grotte,femelle,2
19,30,Plaine,male,2
3,3,Montagne,femelle,1
26,48,Montagne,femelle,3
3,4,Foret,male,1
9,14,Desert,male,1
23,26,Grotte,femelle,2
29,48,Foret,femelle,3
22,40,Marecage,male,2
6,9,Grotte,femelle,1
30,49,Foret,male,3
23,29,Plaine,male,2
27,30,Marecage,femelle,2
17,26,Montagne,femelle,2
29,48,Marecage,male,2
7,12,Grotte,male,1
12,12,Marecage,male,1
22,29,Marecage,male,2
17,21,Montagne,male,2
3,3,Desert,femelle,1
15,27,Grotte,male,1
8,15,Montagne,male,1
3,5,Desert,femelle,1
11,12,Foret,male,1
6,10,Plaine,femelle,2
12,13,Marecage,male,1
25,27,Montagne,male,2
17,21,Foret,male,2
7,7,Grotte,male,1
15,27,Plaine,male,2
17,22,Foret,male,2
16,21,Grotte,male,1
12,21,Montagne,femelle,2
15,17,Desert,male,1
6,11,Foret,male,1
10,15,Montagne,male,1
29,51,Montagne,male,2
8,8,Grotte,femelle,1
26,29,Desert,femelle,2
18,19,Desert,femelle,2
15,17,Grotte,femelle,2
1,1,Foret,male,1
24,26,Plaine,male,2
27,43,Grotte,femelle,2
7,9,Desert,male,1
26,35,Desert,male,2
26,41,Grotte,femelle,2
18,24,Montagne,male,2
19,28,Grotte,male,1
23,43,Desert,male,2
2,3,Grotte,femelle,1
4,4,Marecage,male,1
10,17,Grotte,femelle,1
11,19,Marecage,male,1
19,27,Grotte,male,1
6,7,Plaine,male,1
2,3,Montagne,male,1
22,32,Desert,male,1
21,27,Grotte,femelle,2
26,29,Montagne,femelle,3
15,20,Marecage,male,1
9,17,Plaine,male,2
8,10,Montagne,male,1
4,4,Montagne,male,1
26,32,Montagne,male,2
20,36,Marecage,male,2
2,3,Grotte,femelle,1
26,39,Desert,femelle,2
25,45,Montagne,femelle,3
8,8,Montagne,femelle,2
28,35,Plaine,femelle,3
28,52,Desert,male,2
21,37,Foret,male,2
9,17,Foret,male,1
27,40,Grotte,male,2
5,8,Grotte,male,1
24,36,Foret,femelle,3
23,33,Montagne,male,2
13,19,Plaine,femelle,2
23,43,Grotte,femelle,2
9,15,Foret,femelle,2
6,10,Foret,male,1
24,34,Marecage,femelle,2
11,14,Plaine,femelle,2
27,27,Grotte,femelle,2
1,1,Plaine,femelle,2
2,2,Montagne,femelle,1
30,44,Montagne,femelle,3
25,48,Foret,male,2
21,39,Foret,male,2
12,18,Plaine,male,2
2,2,Desert,femelle,1
16,28,Desert,male,1
19,21,Marecage,femelle,2
26,27,Grotte,male,2
4,7,Plaine,male,1
29,42,Marecage,male,2
6,10,Marecage,male,1
29,51,Marecage,femelle,3
25,27,Foret,male,2
13,24,Marecage,male,1
20,25,Marecage,femelle,2
26,42,Foret,male,2
14,19,Foret,male,2
4,5,Marecage,femelle,1
4,5,Montagne,male,1
17,27,Desert,femelle,2
20,37,Plaine,femelle,3
6,10,Grotte,male,1
13,25,Plaine,femelle,2
11,17,Montagne,femelle,2
9,14,Foret,femelle,2
14,14,Marecage,femelle,2
9,12,Plaine,femelle,2
24,26,Foret,male,2
11,16,Montagne,femelle,2
14,21,Foret,male,2
10,15,Foret,male,1
26,34,Desert,male,2
28,28,Montagne,femelle,3
29,40,Grotte,male,2
12,21,Marecage,femelle,2
18,24,Marecage,femelle,2
10,17,Desert,femelle,1
6,7,Grotte,male,1
24,32,Desert,femelle,2
4,4,Plaine,male,1
21,26,Plaine,femelle,3
1,1,Montagne,male,1
22,28,Montagne,femelle,2
8,11,Plaine,male,1
9,10,Grotte,male,1
12,18,Grotte,male,1
23,31,Marecage,male,2
8,14,Plaine,femelle,2
3,3,Desert,femelle,1
14,18,Montagne,femelle,2
9,12,Grotte,male,1
15,19,Marecage,femelle,2
21,36,Marecage,male,2
9,17,Montagne,male,1
11,16,Plaine,femelle,2
14,19,Desert,male,1
19,28,Marecage,femelle,2
4,6,Desert,male,0
30,35,Grotte,male,2
28,53,Desert,femelle,2
11,21,Marecage,femelle,2
10,17,Marecage,femelle,2
15,19,Marecage,male,1
30,31,Marecage,male,2
30,43,Foret,femelle,3
11,18,Montagne,male,1
14,19,Foret,male,2
25,48,Desert,male,2
9,13,Plaine,male,2
23,27,Grotte,male,2
30,54,Marecage,male,2
24,38,Marecage,femelle,2
24,34,Desert,femelle,2
3,5,Grotte,male,1
15,18,Montagne,femelle,2
24,41,Desert,male,2
5,7,Marecage,femelle,1
4,6,Foret,femelle,2
1,1,Marecage,femelle,1
16,20,Montagne,femelle,2
18,35,Marecage,male,2
2,3,Foret,male,1
7,13,Foret,femelle,2
27,50,Foret,femelle,3
27,42,Grotte,male,2
21,35,Marecage,male,2
27,52,Plaine,male,3
14,24,Plaine,male,2
12,17,Marecage,femelle,2
21,30,Grotte,femelle,2
19,30,Desert,male,1
12,16,Foret,femelle,2
11,14,Marecage,male,1
1,1,Grotte,male,0
18,28,Montagne,male,2
20,28,Foret,femelle,2
12,12,Desert,femelle,1
9,9,Desert,femelle,1
21,36,Montagne,femelle,2
4,7,Foret,femelle,2
20,36,Grotte,femelle,2
10,15,Marecage,femelle,2
20,22,Plaine,femelle,3
14,16,Desert,male,1
2,3,Marecage,femelle,1
5,6,Plaine,male,1
25,40,Foret,femelle,3
23,26,Plaine,femelle,3
19,35,Montagne,femelle,2
17,20,Marecage,femelle,2
9,12,Marecage,male,1
6,6,Foret,male,1
5,8,Plaine,femelle,2
28,49,Marecage,male,2
17,32,Foret,male,2
23,45,Desert,femelle,2
24,37,Montagne,male,2
4,6,Marecage,male,1
27,42,Montagne,male,2
2,2,Marecage,male,1
23,36,Montagne,femelle,3
24,37,Grotte,femelle,2
20,27,Montagne,male,2
16,18,Grotte,male,1
20,39,Montagne,femelle,2
25,27,Plaine,femelle,3
21,28,Foret,male,2
28,55,Desert,femelle,3
10,15,Marecage,male,1
21,30,Montagne,femelle,2
18,28,Grotte,male,1
19,25,Marecage,femelle,2
13,13,Marecage,male,1
27,47,Foret,femelle,3
5,9,Plaine,male,1
20,24,Desert,male,1
24,39,Plaine,femelle,3
16,28,Foret,male,2
2,2,Foret,male,1
18,18,Montagne,male,2
30,40,Desert,male,2
19,25,Desert,male,1
24,36,Plaine,male,2
1,1,Marecage,femelle,1
11,17,Grotte,femelle,1
6,6,Grotte,femelle,1
29,55,Marecage,male,2
4,7,Plaine,male,1
18,30,Montagne,femelle,2
11,15,Marecage,male,1
19,32,Plaine,male,2
26,30,Marecage,male,2
18,29,Grotte,male,1
7,9,Foret,femelle,2
26,34,Montagne,femelle,3
4,4,Plaine,femelle,2
16,19,Montagne,femelle,2
10,12,Montagne,male,1
1,1,Desert,femelle,1
18,28,Foret,male,2
2,2,Plaine,femelle,2
2,3,Montagne,femelle,1
25,43,Grotte,male,2
2,3,Montagne,femelle,1
23,34,Montagne,femelle,3
28,52,Foret,femelle,3
26,51,Grotte,male,2
2,3,Grotte,male,0
29,51,Desert,male,2
19,27,Foret,femelle,2
1,1,Plaine,male,1
27,28,Desert,femelle,2
8,10,Grotte,male,1
3,5,Desert,femelle,1
29,39,Foret,femelle,3
12,18,Desert,male,1
1,1,Montagne,femelle,1
19,19,Grotte,femelle,2
8,14,Montagne,femelle,2
4,7,Desert,femelle,1
24,44,Foret,male,2
21,40,Grotte,femelle,2
2,3,Plaine,femelle,2
29,46,Montagne,male,2
6,8,Plaine,male,1
24,25,Marecage,male,2
4,7,Plaine,femelle,2
6,6,Marecage,male,1
12,17,Desert,male,1
29,50,Desert,male,2
28,30,Desert,male,2
23,25,Desert,male,1
10,13,Montagne,femelle,2
21,40,Marecage,male,2
29,33,Desert,femelle,2
4,5,Marecage,femelle,1
16,24,Foret,male,2
16,31,Foret,male,2
10,19,Montagne,male,1
26,42,Desert,femelle,2
18,30,Marecage,male,2
18,34,Desert,male,1
23,28,Montagne,male,2
1,1,Montagne,male,1
7,8,Desert,male,1
20,36,Desert,femelle,2
16,29,Marecage,femelle,2
24,30,Grotte,male,2
7,10,Grotte,male,1
13,14,Montagne,femelle,2
29,50,Foret,femelle,3
16,21,Plaine,male,2
16,19,Marecage,femelle,2
1,1,Plaine,femelle,2
7,13,Foret,femelle,2
15,20,Plaine,male,2
16,31,Montagne,femelle,2
24,38,Desert,femelle,2
18,27,Marecage,male,2
9,16,Marecage,male,1
17,18,Foret,male,2
15,16,Foret,male,2
5,9,Plaine,male,1
24,24,Desert,femelle,2
7,8,Grotte,femelle,1
21,40,Grotte,femelle,2
21,26,Montagne,male,2
25,49,Plaine,femelle,3
18,27,Montagne,femelle,2
22,35,Foret,male,2
20,22,Montagne,male,2
25,30,Desert,femelle,2
7,10,Grotte,femelle,1
2,3,Plaine,femelle,2
23,45,Montagne,male,2
6,8,Desert,femelle,1
10,18,Plaine,male,2
12,14,Plaine,femelle,2
13,22,Desert,male,1
2,3,Desert,femelle,1
12,15,Marecage,male,1
22,36,Desert,femelle,2
28,44,Desert,male,2
16,18,Foret,femelle,2
25,44,Plaine,male,3
16,18,Montagne,femelle,2
24,24,Marecage,male,2
11,21,Grotte,femelle,2
9,9,Foret,male,1
7,10,Montagne,femelle,2
24,27,Grotte,femelle,2
7,9,Foret,male,1
15,20,Foret,femelle,2
28,48,Plaine,male,3
8,10,Foret,femelle,2
25,38,Montagne,femelle,3
4,5,Plaine,male,1
6,9,Plaine,male,1
18,22,Foret,male,2
2,2,Marecage,male,1
7,7,Desert,femelle,1
13,21,Desert,femelle,1
21,39,Grotte,male,2
8,10,Plaine,femelle,2
9,11,Desert,male,1
20,21,Plaine,femelle,3
13,22,Montagne,femelle,2
21,33,Desert,femelle,2
15,21,Marecage,male,1
10,16,Desert,femelle,1
2,2,Montagne,femelle,1
25,43,Foret,femelle,3
13,22,Desert,male,1
2,2,Montagne,male,1
30,46,Desert,male,2
26,45,Desert,male,2
11,17,Marecage,male,1
7,10,Plaine,male,1
6,7,Plaine,male,1
17,23,Marecage,male,1
5,7,Foret,femelle,2
18,35,Montagne,male,2
6,7,Montagne,male,1
22,42,Marecage,male,2
15,22,Desert,male,1
4,7,Plaine,male,1
25,48,Desert,femelle,2
2,2,Foret,femelle,1
24,41,Plaine,femelle,3
28,43,Marecage,male,2
15,26,Plaine,femelle,2
12,21,Marecage,male,1
14,27,Plaine,femelle,2
12,21,Plaine,male,2
26,29,Plaine,male,2
15,22,Plaine,male,2
17,25,Plaine,femelle,2
15,23,Desert,male,1
18,18,Grotte,femelle,2
21,36,Grotte,male,2
22,32,Grotte,male,2
21,34,Desert,male,1
21,24,Montagne,male,2
21,30,Foret,femelle,3
2,3,Montagne,male,1
23,45,Grotte,male,2
18,34,Grotte,femelle,2
15,26,Marecage,femelle,2
2,3,Plaine,femelle,2
23,29,Montagne,femelle,2
29,53,Grotte,male,2
2,3,Marecage,male,1
13,18,Grotte,male,1
14,14,Montagne,male,1
12,22,Montagne,male,1
11,11,Marecage,femelle,2
15,20,Foret,male,2
12,12,Foret,femelle,2
22,27,Marecage,male,2
14,14,Marecage,male,1
17,25,Marecage,femelle,2
26,51,Grotte,femelle,3
28,28,Grotte,femelle,2
28,55,Foret,femelle,3
16,29,Marecage,male,2
19,25,Marecage,femelle,2
7,10,Montagne,femelle,2
22,23,Marecage,male,2
6,8,Marecage,male,1
26,39,Montagne,femelle,3
9,14,Grotte,male,1
4,6,Grotte,femelle,1
24,32,Grotte,femelle,2
12,16,Grotte,femelle,2
23,36,Foret,male,2
19,21,Foret,male,2
15,24,Desert,femelle,2
7,9,Grotte,male,1
28,54,Marecage,male,2
5,6,Marecage,male,1
20,24,Grotte,male,1
12,22,Desert,femelle,1
2,3,Foret,femelle,1
17,31,Marecage,male,2
30,48,Marecage,male,2
29,36,Desert,male,2
26,28,Plaine,male,2
13,19,Grotte,male,1
4,7,Foret,femelle,2
8,13,Marecage,femelle,1
28,34,Plaine,male,3
15,22,Marecage,male,1
27,30,Marecage,femelle,2
9,14,Plaine,femelle,2
20,20,Montagne,femelle,2
2,3,Montagne,femelle,1
24,39,Grotte,male,2
2,3,Marecage,male,1
13,23,Grotte,male,1
17,21,Grotte,male,1
2,2,Grotte,male,0
12,20,Plaine,male,2
5,9,Montagne,femelle,1
29,29,Desert,femelle,2
26,34,Desert,male,2
22,28,Plaine,male,2
7,9,Foret,femelle,2
5,7,Desert,male,0
13,22,Plaine,femelle,2
18,32,Grotte,male,1
29,50,Marecage,male,2
6,7,Desert,femelle,1
25,32,Plaine,male,2
18,32,Grotte,male,1
28,31,Marecage,male,2
28,32,Grotte,femelle,2
16,23,Plaine,male,2
7,9,Grotte,male,1
12,23,Plaine,male,2
24,47,Montagne,male,2
1,1,Desert,male,0
30,40,Desert,male,2
22,25,Desert,femelle,2
12,16,Desert,male,1
23,30,Desert,male,1
25,49,Foret,male,2
19,36,Grotte,male,2
3,5,Foret,male,1
5,6,Plaine,femelle,2
23,42,Montagne,male,2
23,30,Grotte,femelle,2
7,8,Grotte,male,1
27,53,Marecage,male,2
21,37,Marecage,male,2
24,39,Plaine,femelle,3
5,5,Foret,femelle,2
26,29,Plaine,male,2
17,18,Plaine,femelle,2
11,19,Foret,femelle,2
28,36,Desert,femelle,2
5,7,Grotte,male,1
17,26,Grotte,femelle,2
5,9,Plaine,femelle,2
3,5,Plaine,femelle,2
21,29,Foret,male,2
16,27,Grotte,male,1
15,24,Plaine,femelle,2
9,14,Plaine,male,2
2,2,Desert,male,0
1,1,Montagne,femelle,1
4,5,Plaine,femelle,2
10,14,Plaine,male,2
23,27,Plaine,femelle,3
26,37,Plaine,femelle,3
23,36,Desert,femelle,2
25,43,Montagne,male,2
13,24,Montagne,male,2
13,25,Foret,male,2
15,16,Grotte,femelle,2
27,52,Montagne,male,2
4,7,Marecage,femelle,1
23,37,Marecage,femelle,2
5,6,Montagne,male,1
22,43,Marecage,male,2
3,4,Grotte,male,1
7,11,Foret,male,1
12,19,Marecage,male,1
15,25,Foret,femelle,2
9,13,Plaine,femelle,2
1,1,Desert,male,0
25,28,Marecage,male,2
11,15,Marecage,male,1
24,40,Desert,male,2
9,9,Grotte,femelle,1
23,34,Plaine,male,2
11,21,Montagne,male,1
15,23,Plaine,male,2
21,37,Plaine,male,2
20,29,Grotte,male,1
23,31,Grotte,femelle,2
21,35,Grotte,male,2
22,36,Foret,male,2
25,48,Montagne,femelle,3
15,23,Montagne,male,2
18,24,Plaine,femelle,3
16,29,Grotte,male,1
21,37,Grotte,femelle,2
7,12,Plaine,male,1
28,44,Desert,male,2
1,1,Foret,male,1
8,12,Desert,male,1
27,31,Grotte,male,2
5,8,Montagne,male,1
23,44,Montagne,femelle,3
19,24,Montagne,femelle,2
3,4,Montagne,male,1
19,36,Grotte,femelle,2
4,5,Montagne,male,1
24,26,Grotte,femelle,2
24,28,Grotte,male,2
6,10,Foret,male,1
5,6,Foret,femelle,2
10,14,Grotte,male,1
25,38,Montagne,male,2
2,2,Plaine,male,1
23,30,Desert,male,1
12,12,Grotte,male,1
13,25,Montagne,femelle,2
19,25,Marecage,femelle,2
1,1,Desert,femelle,1
30,31,Grotte,femelle,2
5,6,Plaine,femelle,2
29,44,Foret,femelle,3
5,7,Marecage,male,1
6,10,Montagne,male,1
12,12,Desert,male,1
29,56,Desert,femelle,3
24,40,Desert,male,2
25,39,Montagne,male,2
23,32,Desert,femelle,2
9,12,Foret,male,1
10,14,Plaine,femelle,2
26,48,Montagne,femelle,3
13,16,Plaine,femelle,2
30,52,Montagne,male,3
1,1,Plaine,male,1
2,2,Marecage,male,1
2,2,Marecage,femelle,1
14,17,Desert,femelle,1
8,15,Montagne,male,1
3,4,Montagne,male,1
20,31,Montagne,femelle,2
26,27,Marecage,femelle,2
5,6,Marecage,femelle,1
5,7,Marecage,male,1
4,6,Grotte,femelle,1
15,18,Foret,male,2
23,37,Foret,male,2
6,6,Montagne,femelle,1
9,17,Marecage,femelle,2
22,24,Grotte,femelle,2
20,38,Plaine,male,2
13,22,Montagne,femelle,2
14,22,Desert,femelle,2
25,45,Foret,male,2
6,10,Plaine,femelle,2
2,3,Plaine,male,1
21,23,Desert,femelle,2
5,8,Desert,femelle,1
10,16,Marecage,male,1
16,27,Grotte,male,1
27,41,Grotte,femelle,2
4,4,Desert,male,0
17,25,Montagne,femelle,2
5,7,Foret,male,1
24,36,Marecage,male,2
5,8,Montagne,male,1
5,5,Marecage,male,1
22,43,Grotte,femelle,2
16,18,Montagne,male,2
1,1,Grotte,femelle,1
30,49,Grotte,femelle,3
8,13,Desert,femelle,1
23,44,Marecage,femelle,3
10,18,Desert,male,1
15,27,Plaine,femelle,2
1,1,Grotte,male,0
11,19,Foret,male,2
4,5,Marecage,male,1
9,11,Grotte,male,1
9,13,Desert,femelle,1
20,29,Plaine,femelle,3
10,18,Montagne,femelle,2
25,33,Plaine,male,2
4,5,Plaine,male,1
20,29,Marecage,femelle,2
9,11,Plaine,male,1
30,50,Foret,male,3
20,37,Montagne,male,2
27,34,Plaine,male,2
9,16,Montagne,femelle,2
10,13,Grotte,male,1
26,36,Desert,femelle,2
1,1,Montagne,femelle,1
17,17,Plaine,femelle,2
3,4,Montagne,male,1
5,5,Montagne,femelle,1
18,28,Montagne,femelle,2
23,38,Foret,male,2
18,20,Plaine,male,2
3,3,Montagne,male,1
19,19,Grotte,femelle,2
6,6,Foret,male,1
17,25,Desert,male,1
7,12,Grotte,male,1
22,40,Foret,femelle,3
16,27,Foret,femelle,2
8,12,Montagne,male,1
7,13,Desert,male,1
15,23,Desert,male,1
21,23,Grotte,femelle,2
17,32,Desert,male,1
29,30,Montagne,femelle,3
15,25,Desert,femelle,2
1,1,Desert,femelle,1
23,24,Plaine,male,2
8,12,Marecage,male,1
6,7,Grotte,femelle,1
9,17,Grotte,male,1
27,41,Grotte,male,2
3,3,Montagne,femelle,1
15,27,Foret,femelle,2
29,34,Marecage,femelle,3
23,30,Desert,femelle,2
17,22,Montagne,male,2
2,3,Plaine,femelle,2
28,50,Plaine,male,3
12,23,Plaine,male,2
4,6,Marecage,femelle,1
9,11,Desert,male,1
22,32,Montagne,male,2
18,25,Foret,male,2
28,35,Grotte,male,2
15,16,Grotte,femelle,2
5,8,Marecage,male,1
19,27,Montagne,femelle,2
26,43,Foret,femelle,3
11,17,Grotte,femelle,1
17,18,Foret,male,2
26,50,Desert,male,2
15,22,Plaine,femelle,2
3,4,Foret,femelle,2
1,1,Marecage,femelle,1
13,25,Grotte,femelle,2
7,7,Plaine,femelle,2
6,6,Grotte,male,1
25,25,Marecage,femelle,2
8,11,Montagne,femelle,2
6,11,Marecage,femelle,1
17,33,Foret,femelle,2
5,6,Grotte,male,1
9,9,Plaine,male,1
28,51,Montagne,femelle,3
15,19,Plaine,femelle,2
18,23,Plaine,male,2
5,9,Grotte,femelle,1
23,38,Desert,femelle,2
15,17,Plaine,male,2
14,16,Marecage,male,1
26,42,Foret,femelle,3
14,24,Plaine,male,2
14,23,Foret,femelle,2
19,21,Desert,male,1
3,4,Grotte,femelle,1
12,12,Plaine,femelle,2
17,29,Montagne,femelle,2
22,36,Grotte,male,2
14,23,Grotte,femelle,2
22,22,Marecage,male,2
28,35,Foret,femelle,3
4,5,Montagne,male,1
8,15,Foret,male,1
8,15,Desert,femelle,1
21,40,Plaine,femelle,3
4,4,Grotte,femelle,1
19,27,Montagne,male,2
2,2,Marecage,male,1
26,51,Grotte,femelle,3
7,12,Foret,male,1
17,30,Desert,femelle,2
7,10,Desert,femelle,1
13,22,Desert,femelle,1
18,35,Montagne,femelle,2
25,47,Desert,femelle,2
23,35,Grotte,femelle,2
17,17,Plaine,male,2
28,37,Foret,male,2
9,16,Montagne,male,1
30,36,Montagne,male,2
23,42,Grotte,femelle,2
2,2,Montagne,male,1
23,36,Foret,male,2
11,12,Foret,male,1
2,2,Foret,male,1
30,38,Grotte,femelle,2
3,5,Montagne,male,1
7,13,Desert,femelle,1
21,40,Foret,male,2
6,6,Grotte,femelle,1
7,12,Plaine,femelle,2
30,59,Plaine,male,3
14,15,Desert,femelle,1
7,13,Desert,femelle,1
